,stop_id,stop_lat,stop_lon,stop_name,no_of_passengers_avg
548,4495,12.9076578,77.79639477,"Kamnahalli,MINI WATER TANKS(RIGHT SIDE)",25
549,1810,12.90468018,77.50464813,"Indo American Hybrid Form,OMKAR LAYOUT,IN FRONT OF CHINMAYI COMPLEX",22
550,5283,12.96039901,77.71653523,"BEML Gate,KUNDALAHALLI,OPPOSITE OF RELIANCE PRESS",38
551,3611,13.10611868,77.58226217,"Wheel And Axle Plant,YELAHANKA,IN FRONT OF RAILWAY HOSPITAL",1
552,593,12.94238737,77.58503947,"Ashoka Pillar,JAYANAGARA 1ST BLOCK,BESIDE HEMACHANDRA KALYANA MANTAPA",35
553,4588,12.9453053,77.78267724,"Koturu,BESIDE MILK DAIRY",10
554,5086,12.85513119,77.58853368,"Gottigere,GOTTIGERE,IN FRONT OF J.R.ENTERPRISES",26
555,870,13.05248948,77.63131298,Ashwathanagara Nagawara,43
556,5121,13.14545,77.81576,E Muthasandra,13
557,4842,12.79907273,77.68664165,"Kachamaranahalli,HENNAGARA POST,ANEKAL TALUK,OPPOSITE OF SRI VEERABHADREHWARA PROVISION STORES",0
558,1971,12.75388781,77.44780961,"Kodipalya cross,KODIDODDI PALYA,OPPOSITE OF JNANA SAGAR PRIMARY SCHOOL",7
559,1383,12.950606,77.555413,"Brundavananagara Jinke Park,Chamarajpet,Rajiv Gandhi Sports Complex",17
560,4733,12.84164605,77.63207305,Bettadasanapura,12
561,1819,12.91451641,77.54704902,"Chikkalasandra Ramanjaneya Layout Cross,RAMANJANEYA NAGARA,IN FRONT OF BELURU IYENGAR BAKERY",37
562,468,12.94184,77.55324,"Nagendra Block,BANASHANKARI 3RD STAGE NAGENDRA BLOCK,BESIDE SWASTIK HARD WARE",28
563,1355,12.93343,77.54201,Nanjundeshwara Traders,39
564,651,12.98488423,77.64322018,Isolation Hospital,11
565,3606,13.15982594,77.56660678,"Honnenahalli,OPPOSITE OF MILK DAIRY",27
566,2419,12.92294263,77.3687755,"Hunnigere,OPPOSITE OF RESIDENCE",28
567,842,12.99413008,77.62916669,"Jeevanahalli Railway Gate,JEEVANAHALLI,OPPOSITE OF JEEVANAHALLI RAILWAY BRIDGE",21
568,1634,13.02631023,77.58909854,"Vasanthappa Block,GANGANAGARA,IN FRONT OF RADHAKRISHNA ENGLISH SCHOOL",4
569,5199,13.1839668,77.68881159,"Chikkanahalli,CHIKKANAHALLI,BESIDE GOVT SCHOOL",18
570,4496,12.9023363,77.80234281,"Ondimane,OPPOSITE OF MUNESHWARA TEMPLE",28
571,3064,13.00033167,77.59473197,Jayamahal,34
572,4981,12.76026,77.61663,Muthurayaswamy Doddi Cross,13
573,5179,13.01179529,77.55186129,"Government Soap Factory,RAJAJINAGARA 1ST BLOCK,BESIDE ISKON TEMPLE",16
574,1403,12.95565665,77.54631464,"Guddada Halli Mysore Road,TIMBER YARD LAYOUT,IN FRONT OF PARAS PLY WOOD",22
575,5125,13.19998,77.84959,Bhavapura,4
576,2376,12.94546142,77.40042317,"Chikkaveeraiahana Palya,TAVAREKERE,BESIDE OPEN AREA",17
577,3519,13.18363035,77.68103764,"Beguru,OPPOSITE OF LAKSHMI NARASIMHA TEMPLE",17
578,154,12.97818943,77.64028028,"Indiranagar Police Station,INDIRA NAGARA,BESIDE POLICE STATION & K.F.C.",30
579,1663,13.00462,77.59976,"Marappa Garden,LAST STOP",3
580,182,13.01704123,77.50584603,"Peenya 14th Cross,PEENYA INDUSTRIAL AREA 2ND STAGE,OPPOSITE OF SISTEMS MANUFACTURING PVT LTD",37
581,2634,12.992938,77.508352,Vinayaka Talkies,22
582,4097,13.03348585,77.67444416,"Kalkere,KALKERE,IN FRONT OF B.B.M.P. OFFICE",8
583,4528,12.94750126,77.75441786,Sorahunase Temple,14
584,4311,12.99622165,77.71948771,"Kodigehalli Cross,SHANTHI NAGARA,OPPOSITE OF HOODI RAILWAY CROSING",30
585,393,12.99291601,77.59512713,Vasantha Nagara Temple,0
586,1368,12.92180219,77.55093623,"Bhuvaneshwari Nagara Mahalakshmi Temple,BHUVANESHWARI NAGARA,IN FRONT OF MAHALAKSHMI TEMPLE",13
587,1321,12.76321879,77.76706447,"Arehalli,ATTIBELE-HUBLI,OPPOSITE OF SRI MARAMMA DEVI TEMPLE",13
588,1191,12.83971952,77.67733808,"Veerasandra Gate,ELECTRONIC CITY POST,IN FRONT OF SHANKAR INFRASTRUCTURE MATERIAL LIMITED",8
589,3995,13.21789711,77.68156464,"Buvana Halli ,BUVANAHALLI,OPPOSITE OF DODDAMMA,YELLAMMA,KAVERAMMA TEMPLE",39
590,2579,12.94157359,77.51565118,"Sports Authority of India,SPORTS AUTHORITY OF INDIA,BESIDE SWIMMING POOL",36
591,5079,12.84147677,77.64775057,Neeladri Park,12
592,3600,13.14762468,77.5694353,"Singanayakanahalli,SINGANAYAKANAHALLI,OPPOSITE OF GOVT. SCHOOL",1
593,2118,12.965344,77.56816037,"Veterinary Hospital,BESIDE AMBEDKAR & RAJEEV GANDHI STATUE",44
594,3134,13.08992908,77.3764043,"Cement Factory Nelamangala,KEMPALINAGANAHALLI,BESIDE OPEN AREA",29
595,3329,13.05209858,77.5518768,"BEL Market,JALAHALLI,BESIDE OPEN AREA",16
596,3881,13.18328,77.64076,"Doddajala,OPPOSITE OF J.A.B.COMPLEX",13
597,1364,13.00043115,77.59467639,"Jayamahal  extention,JAYAMAHAL,BESIDE MINISTER HOUSE",46
598,4486,12.9422081,77.74711925,"Varthuru,VARTURU,OPPOSITE OF GOVT.COLLEGE VARTURU",28
599,4327,12.97521995,77.66612526,"Garkemanthana Palya,G.M.PALYA,IN FRONT OF NANDINI BAKERY & SWEETS",7
600,861,13.06654,77.59607,SBM ATM,27
601,3345,13.09830587,77.52519649,"Guni Agrahara,GUNI AGRAHARA,BESIDE ANJANEJYA TEMPLE",18
602,1524,13.01487,77.53055,Jai Bhuvaneshwari Nagara,23
603,5250,13.14137989,77.46221479,"Guddadahalli Hesaraghatta Road,KALGURADAHALLI,BESIDE PROVISION STORE",10
604,3904,13.18352724,77.68113292,"Razak Palya,BEGURU,BESIDE VARALAKSHMI NARASIMHASWAMY TEMPLE",18
605,4606,12.95006734,77.69970937,"Multiplex Marathahalli,MARATHAHALLI,IN FRONT OF STAPLES",9
606,3468,13.05207432,77.68108193,"Jn of Channasandra,K.CHANNASANDRA,OPPOSITE OF ANJANEYA TEMPLE",6
607,4267,12.98960709,77.83014949,"LPG Gas company,IOC ROAD,IN FRONT OF IOC LORRY SERVICE",17
608,322,12.95807311,77.50991486,"Nrupatunga Nagar,N.G.E.F.LAYOUT,IN FRONT OF TWINKLERS VIDYANIKETHAN",42
609,3748,13.14187299,77.67133447,"Colony Bagaluru,BAGALURU,BESIDE LAKSHMIVENKATAESHWARA MEDICALS",37
610,1722,12.9170803,77.62171064,"Central Silk Board,BTM LAYOUT MADIWALA,OPPOSITE OF CENTRAL SILK BOARD",45
611,4570,12.82355313,77.78603994,"Medahalli,SARJAPURA HOBLI,OPPOSITE OF MILK PRODUCT CO-OPERATIVE SOCIETY",12
612,620,12.97365597,77.64682555,"Tippasandra,HAL 2ND STAGE,OPPOSITE OF COLUMBIA ASIA",18
613,715,12.970852,77.479403,Gudlipalya,32
614,3266,13.00065,77.56324,Malleshwaram Railway Gate,5
615,5190,13.09796766,77.56784488,"Atturu Layout Yelahanka Road,ATTUR LAYOUT,BESIDE SRI RANGANATHA ENTERPRISES",18
616,2213,12.90982955,77.3953305,"Dodda Aladamara,DODDA ALADAMARA ROAD,IN FRONT OF DODDA ALADAMARA",12
617,378,12.97741775,77.59874975,"Mahathma Gandhi Statue,OPPOSITE OF CHANNASWAMY STADIUM",5
618,2369,12.74340676,77.37721276,"Uragahalli Bidadi,URAGAHALLI,OPPOSITE OF MARAMMA & ANJANEYA TEMPLE",16
619,4291,13.03217366,77.73141843,"Cipla,BESIDE KALYANI MOTORS",19
620,4116,13.02158308,77.7000096,"Thambuchetty Palya,T.C.PALYA,IN FRONT OF ANTHONY COMPOSITE P.U. COLLEGE",8
621,680,12.96662922,77.60656732,Shoolay Circle,33
622,2803,12.88120653,77.29167097,"Matha,MATHA VILLAGE,IN FRONT OF WATER TANK",30
623,2450,12.85659867,77.33370625,"Lingegowdana Doddi cross,BESIDE OPEN AREA",13
624,1005,12.78124924,77.4039723,COCO COLA,43
625,4770,12.8707903,77.6540032,"Channakeshvanagar,CHANNAKESHAVA NAGARA, ELECTRONIC CITY POST,BESIDE CHANNAKESHAVA HIGH SCHOOL",7
626,5162,12.88168031,77.75692577,Chowdadevanahalli,28
627,3394,13.05681063,77.53263343,"KG Halli Post Office,KAMMAGONDANAHALLI,BESIDE MARUTHI STUDIO",32
628,3087,13.09608,77.44522,Kodipalya,29
629,2808,12.86637126,77.37820802,"Dodderi Grama,DODDERI VILLAGE,OPPOSITE OF GOVERNMENT SCHOOL",6
630,4632,12.9398791,77.60961961,Adugodi Police Station,1
631,442,12.95844066,77.59301104,Double Road Shanthinagar,22
632,3730,13.0634693,77.58565975,"Sahakara Nagar Ganesh Temple,SAHAKARA NAGARA,BESIDE M.K.FOOD BAZZAR",26
633,4074,12.995686,77.60842408,"Coles Park,FRAZER TOWN,OPPOSITE OF PARK VIEW BUILDING",22
634,4560,13.03213138,77.75867449,"Kannamangala Gate,KANNAMANGALA,OPPOSITE OF HORTICULTURE OFFICE",17
635,994,12.99730272,77.54559107,"Modi Hospital,BASAVESHWARANAGARA,BESIDE BHARATHIYA STATE BANK ATM",38
636,1381,12.95660968,77.55898137,"Raghavendra Colony,CHAMRAJAPET,IN FRONT OF NANDINI PARLOUR",32
637,5345,12.98553,77.70835,Gopalan Mall,30
638,1847,12.83671028,77.51591295,Shanimahathma Temple,23
639,3889,13.02120216,77.62983589,Kacharakanahalli,5
640,1849,12.83023991,77.51297014,Saala Doddi,9
641,537,12.91709164,77.58492434,"Jayanagara 5th Block,JAYANAGARA 5TH BLOCK,BESIDE KRISHNA SEVA ASHRAMA HOSPITAL",22
642,5070,12.90761136,77.48910435,"Jn of Gollahallii Road,KODIPALYA,NEAR BY SHRI JUICE CENTRE",33
643,223,12.89887542,77.55831004,"ISRO Layout,ISRO LAYOUT,IN FRONT OF BHARTHIYA STATE BANK",5
644,2454,12.90239506,77.367488,"Suliwara Cross,OPPOSITE OF I.S.R.O. CENTER",22
645,478,12.98432339,77.52803302,Kamakshipalya,7
646,913,13.0994,77.57693,Mother Dairy,44
647,2289,12.89795232,77.51214646,"Ganakkal,GANAKALLU,BESIDE OPEN AREA",2
648,4840,12.80611476,77.69895224,"Hennagara Gate,BOMMASANDRA,OPPOSITE OF S.N.DURAI AUTO GARAGE",25
649,1480,12.98758,77.55089,Dhobhi Ghatt,18
650,3284,13.02617163,77.47314245,"Shanthinagara,SHANTHI NAGARA,BESIDE PETTY SHOP",18
651,304,12.81564763,77.58317322,Vijaya Bank Banneragatta Circle,18
652,4997,12.71673,77.59387,Uraganadoddi Bannerughatta Area,26
653,3250,13.09445439,77.30030936,"Yennigere,YENNIGERE,IN FRONT OF POST OFFICE",12
654,4079,12.99885577,77.62174336,"ITC Sevanagar,COOKES TOWN,OPPOSITE OF CANARA MANSION APARTMENTS",0
655,4337,12.96685282,77.6826063,"Basvanagara Bus Station,HAL,BESIDE BASAVESHWARA STATUE",1
656,3436,13.03422028,77.57556233,"Sanjay Nagara,SANJAYA NAGARA,BESIDE JYOTHIVANA PARK",20
657,2246,12.959032,77.487654,Upkar Residency Layout,19
658,2687,12.98165259,77.43938331,Hamsa form,31
659,5200,13.18404696,77.69609009,"Mylanahalli Chikka jala,IN FRONT OF GOVERNMENT SCHOOL",30
660,5069,12.92889881,77.48684015,"Church,KENGERI UPANAGARA",26
661,1189,12.82715806,77.68248857,"Hebbagodi,HEBBAGODI,OPPOSITE OF SHRI PRASANNA ANJANEYA SWAMI TEMPLE",4
662,5034,12.72822,77.63862,Indlawadi,9
663,4424,13.03306255,77.82079564,Jinnagara,38
664,3520,13.18395797,77.68900033,"Chikkanahalli,IN FRONT OF BYRAVESHWARA TEMPLE",26
665,1353,12.71540202,77.752984,"Samanduru,ATTIBELE-HUBLI,OPPOSITE OF SRI BASAVESHWARA TEMPLE",32
666,3384,13.06549,77.55272,Blue field Garden,33
667,172,12.96095,77.58773,"Poornima Talkies,NEW MISSION ROAD,BESIDE JAYALAKSHMI BAKARY",16
668,4355,13.09453997,77.73540993,"Kattugollahalli,KATTUGOLLAHALLI,BESIDE GOVT. SCHOOL",38
669,1307,12.94915611,77.5627259,"Gavigangadeshwara Temple,KEMPEGOWDA NAGARA,IN FRONT OF VASAVI MENS WEAR",11
670,2881,13.02167659,77.46764105,"Gangondanahalli,GANGONDANAHALLI,BESIDE ASHWATHA KHATTE",9
671,1922,12.8323563,77.45113174,"Gonipura,GONIPURA,BESIDE S.M.S. BAKERY AND SWEETS",27
672,3654,13.28236124,77.54761004,"KASBAH,DODDABALLAPURA,BESIDE ASHWATHA KATTE",17
673,2928,13.07860916,77.48932254,"Thammenahalli,THAMENAHALLLI,BESIDE GOVERNMENT PRIMARY SCHOOL",25
674,4397,13.10001779,77.83619243,"Dasarahalli,LALBAGH DASARAHALLI,IN FRONT OF MILK DAIRY",8
675,5035,12.716305,77.640553,Chikka Indlawadi,6
676,2724,12.97421161,77.37397744,Karikallu,42
677,3458,13.101439,77.635978,"Bellahalli Cross,BELAHALLI,BESIDE OPEN AREA",12
678,1981,12.74930715,77.51239565,"Gundanjaneya Swamy Temple,RAVGODLU,IN FRONT OF ANJANEYA TEMPLE",22
679,4554,12.90570533,77.74648251,"Heggondanhalli,GUNJURU,IN FRONT OF MILK PRODUCT CO-OPERATIVE SOCIETY",16
680,4393,13.08319008,77.81875221,Hotel Hemarold,23
681,3495,13.14376139,77.61764631,"Hunasamarenahalli,IN FRONT OF LIFE LINE PHARMA",13
682,415,12.87083117,77.58328326,"BK Circle,J.P.NAGARA 8TH PHASE,OPPOSITE OF UNIVERSAL GRANITES",24
683,4101,13.01925355,77.65582158,"Horamavu Signal,HORAMAVU,IN FRONT OF SUNIL REALTONS",18
684,4532,12.92141478,77.73632792,"Gunjoor,GUNJURU,IN FRONT OF ASWATHA  KATTE",7
685,2041,12.89177518,77.57911185,"RBI Layout,R.B.I.LAYOUT,OPPOSITE OF SOUTH CITY HOSPITAL",26
686,1985,12.72517348,77.4802677,MUTHUGADAHALLI,6
687,787,13.07041679,77.55544909,"Vidhyaranyapura 1st Block,VIDYARANYAPURA,BESIDE SRI SAPTHAGIRI FOOD BAZAAR",40
688,4746,12.80824743,77.65120592,"Vabasandra,HULIMANGALA POST & JIGANI HUBLI,OPPOSITE OF BASAVESHWARA TEMPLE",45
689,368,12.93701735,77.62683973,"Jn of 80 and 100 Feet Road,KORAMANGALA RING ROAD,BESIDE SONY CENTER",5
690,1811,12.95485396,77.59196305,"Shanthinagar Bus Stand,SHANTHI NAGARA,BESIDE BMTC BUS STAND BIG BAZAAR",46
691,2678,12.88923587,77.18404728,"Huluvenahalli Cross,OPPOSITE OF WATER TANK",22
692,185,13.02658224,77.51472006,"Rolling Mill,PEENYA INDUSTRIAL AREA,BESIDE ARVIND MOTORS",35
693,962,13.06781981,77.63369553,Narayanapura Cross,37
694,638,13.07326874,77.56669127,"Thindlu,THINDLU,BESDIE N.N.TIMES & MARBLES",7
695,2127,12.8422368,77.48383346,"Hosapallya,HOSAPALLYA,OPPOSITE OF LAKSHMI PROVISION STORES",17
696,1117,13.0203825,77.55583579,"Yeshwanthpura Market,YESHAWANTHAPURA,IN FRONT OF STATE BANK OF INDIA",23
697,381,12.99389645,77.59714575,"Contonment Railway Station,SHIVAJI NAGARA,BESIDE RAILWAY STATION",13
698,1048,13.03955473,77.60501507,"Vishwanatha Nagenahalli,RT NAGARA POST,OPPOSITE OF ST VANACHINNAPPA CHURCH",34
699,2935,13.05030697,77.52536391,"Shetty halli  cross,JALAHALLI,BESIDE STATE BANK ATM",41
700,840,12.99855083,77.62207336,"ITC,COOKES TOWN,OPPOSITE OF CANARA MANSION APARTMENTS",35
701,3944,13.21428462,77.62859369,"Chowdanahalli,CHOWDANA HALLI,OPPOSITE OF MINI  WATER TANK",28
702,1159,13.0476055,77.57638345,"Bhadrappa Layout,BHADRAPPA LAYOUT,BESIDE MEDICAL STORE",11
703,1370,12.92814327,77.54587045,"Janatha Bazar,BANASHANKARI 3RD STAGE,IN FRONT OF SHIVA SHANKARA SABHANGANA",23
704,921,13.07687,77.593,Aerodrum Devanahalli Road,7
705,205,12.987941,77.73373961,"Pattandur Agrahara Gate,IN FRONT OF APPOLO PHARMACY",32
706,850,12.95301916,77.57732372,"Sajjanrao Circle,V.V.PURAM,BESIDE HOPCOMS & BBMP HOSPITAL BLOCK",41
707,1243,12.84287245,77.72753752,"Muttanallur Cross,MUTHANALLURU,IN FRONT OF R.R.WINES",16
708,2699,12.985245,77.458568,Gnanashakti Nagar,27
709,4453,13.034673,77.77018466,"Khazi Sonnehalli,KAJI SONNENAHALLI,IN FRONT OF ARALI KATTE",22
710,4972,12.76833,77.63017,Vaderamanchanahalli,19
711,3915,13.107685,77.665688,Masidhi Cross,23
712,4552,12.88352036,77.75221036,"Dommasandra Circle,DOMMASANDRA,IN FRONT OF AVADHOOTH SHRI GURU GOVARDHAN SWAMI ASHRAM",27
713,3059,13.129024,77.455966,Agrahara Gate,34
714,3656,13.29323887,77.54235554,"Doddaballapura,DODDABALLAPURA,BESIDE SHANTHOSH LODGE",10
715,4388,13.077806,77.80174825,"Jn of Malur Road,SANTHE CIRCLE,OPPOSITE OF MAYURA BAKERY  & SWEETS",18
716,4198,12.99262214,77.70590195,"ESI,MAHADEVPURA,IN FRONT OF ESI HOSPITAL",32
717,5321,12.92462274,77.67416347,"City light Apt,BELLANDUR,IN FRONT OF MORGAN RESTAURANT",0
718,3957,13.25346278,77.64894314,"Devaganahalli,IN FRONT OF GOVT. MILK DAIRY",44
719,3393,13.05506431,77.53458152,"KG Halli Bridge,K.G.HALLI,BESIDE SRI ANNAPOORNA SWEETS",0
720,2008,12.79311549,77.52362566,"Temple,GUTTEPALYA,BESIDE ANJANEYA TEMPLE",23
721,548,12.92311922,77.67000118,"Petrol Bunk,BELLANDUR,IN FRONT OF INDIAN OIL CORPORATION",21
722,3037,13.13757979,77.48035287,"Hesaraghatta Village,HASARAGHATTA,BESIDE PETTY SHOP",45
723,3679,13.20872601,77.50101021,"PALYA CROSS,PALYA CROSS,BESIDE RESIDENTIAL AREA",13
724,2879,13.02574776,77.45943342,"Kammasandra,K.G.LAKKENAHALLI CROSS,BESIDE RAVAPACK INDUSTRIES",18
725,1235,12.93441,77.56585,Dattatreya Temple,11
726,582,12.96024,77.56339,Water Tank Rayan circle,20
727,1395,13.01309092,77.55449628,"Government Soap Factory,RAJAJINAGARA 1ST BLOCK,BESIDE ORION MALL",17
728,4098,13.03076123,77.66801801,"Sun Shine School,KALKERE,OPPOSITE OF SUNSHINE SCHOOL",15
729,699,13.02045107,77.50824485,"Brundavana Peenya 2nd Stage,PEENYA INDUSTRIAL AREA 2ND STAGE,OPPOSITE OF INDIAN BANK",44
730,4941,12.81202231,77.6809046,Bommasandra Indl Area 4th Cross,13
731,3269,13.02563678,77.45469639,"Ganesha Circle,BESIDE GANESHA TEMPLE",32
732,1460,12.95892008,77.52368517,"Chandra Layout 14th Cross,CHANDRA LAYOUT,IN FRONT OF SHABARI PROVISION STORE",25
733,4900,12.74636004,77.70789053,"Ahuddevanahalli gate ,ANEKAL TALUK,OPPOSITE OF M.G.B.CLASSIC LAYOUT",11
734,879,13.06827,77.62904,SBI Bank,26
735,1512,13.0177657,77.5567529,Yeshwanthpura TTMC,45
736,2266,12.87796096,77.48156335,"HGollahalli,H. GOLLAHALLI,IN FRONT OF OVER HEAD WATER TANK",15
737,874,13.06726682,77.59359267,"Byatarayana Pura,BYATARAYANAPURA,BESIDE B.B.M.P PUBLIC SERVICE CENTER",42
738,3964,13.26279563,77.65440279,"Solur,IN FRONT OF MILK DAIRY",5
739,2901,13.09340141,77.48880723,"Soladevana Halli Police Station,SOLADEVANA HALLI,BESIDE PROVISION STORE",36
740,3888,13.00416306,77.61948595,"Davis Road,RICHARDS TOWN,IN FRONT OF KRIPA APARTMENTS",1
741,3033,13.03087903,77.57753713,"Geddalahalli,GEDDALAHALLI,BESIDE VINOD JEWELLERS",7
742,2843,13.01694612,77.43716751,"Bettenahalli ,BETTAHALLI,BESIDE ANJANEYA TEMPLE",35
743,5031,12.74063,77.64611,"Gollhalli,Open Area",11
744,4958,12.8407,77.59737,Chikkammanahalli Cross,10
745,3404,13.09188,77.53319,Lakshmipura Cross,8
746,855,12.99440135,77.55265532,"Basaveshwara College,RAJAJINAGARA,BESIDE SACHIN REPROGRAPHICS",13
747,4341,13.05682,77.71517,Bidarahalli cross,21
748,600,12.9964496,77.61245846,"Coles Road,FRAZER TOWN,IN FRONT OF MY SMART SHOP",8
749,4758,13.21894978,77.72545459,"Rayasandra ,RAYASANDRA",7
750,2857,13.05169538,77.41156257,"Kenganahalli,KENGANA HALLI,IN FRONT OF RESIDENTIAL AREA",0
751,1625,12.93560794,77.61466325,"Jyothi nivas College,KORAMANGALA,IN FRONT OF BHARAT PETROL BUNK",15
752,1790,12.93568464,77.58019997,Southend Circle,10
753,1837,12.90064719,77.56523777,"Chandranagara,CHANDRA NAGARA,IN FRONT OF OM SHAKTHI TEMPLE",20
754,658,12.90729733,77.63534871,"Mangammana Palya,MANGAMMANA PALYA,IN FRONT OF MUNIYAPPA COMPLEX",27
755,3668,13.18147291,77.5789587,"T.AGRAHARA,SADAHALLI,IN FRONT OF GOVT. SCHOOL",19
756,4269,12.97468973,77.82970301,D Hosahalli Cross,32
757,2058,12.84491792,77.55777553,Tulasipura,13
758,1040,13.01039136,77.59108085,"CIL,JC NAGARA,OPPOSITE OF DOORADARSHANA KENDRA MAIN GATE",38
759,1204,12.93196223,77.61316063,"Jn of Hosur Road,KORAMANGALA,IN FRONT OF STAPLES STATIONARYS EAST LAND CITYDEL",11
760,1900,12.79008318,77.44112777,"Anchipura Cross,CHIKKA KUNTANAHALLI,NEAR ASHWATHA KATTE",4
761,2884,13.02947168,77.48372444,"Thippenahalli Cross,TIPPENAHALLI CROSS,BESIDE WATER TANK",30
762,1339,12.79977383,77.76089167,"Jigala,ATTIBELE HOBLI,OPPOSITE OF SRI NAGALINGESHWARA TEMPLE",28
763,3758,13.14806941,77.75366594,"Chowdappanahalli,CHOWDAPANAHALLI,BESIDE MITHUN PROVISION STORE",28
764,3063,13.15827286,77.44844978,"Chikka Kukkanahalli,KUKKANAHALLI,BESIDE BASAVANNA TEMPLE",37
765,5241,13.17869366,77.5881446,"Thara Hunise,THARAHUNISE,IN FRONT OF ESHWARA TEMPLE",8
766,2484,12.83034037,77.32471354,"Kaggalahalli,KAGGALAHALLI,IN FRONT OF MILK DAIRY",21
767,4473,12.96516535,77.79992221,"Naganaikna kote,IN FRONT OF NILAGIRI THOPU",35
768,2745,12.90301195,77.36211586,"Suliwara,IN FRONT OF GOVT. SCHOOL",26
769,5196,13.06932789,77.54458838,"Jalahalli East,JALAHALLI EAST,BESIDE AIR FORCE QUARTERS",0
770,3724,13.07335471,77.56680908,"Thindlu,THINDLU,BESIDE M.S.MILK KENDRA",12
771,1937,12.90096616,77.46703535,"Basavanagara,MYSORE ROAD CHECK POST(BASAVESHWARA NAGARA),OPPOSITE OF VISHWA VOKKALIGARA MAHA SAMSTHANA MUTT",6
772,1744,13.02844453,77.56168081,"Ramaiah College Mathikere,MATHIKERE,IN FRONT OF AMRUTHA KABAB CENTRE",12
773,3921,13.0544839,77.67094331,"Bileshivale,BILESHIVALE,BESIDE DEPARTMENT STORES",6
774,2891,13.04555087,77.50543763,"8th Mile T Dasarahalli,8TH MILE,BESIDE PETROL BUNK",34
775,2514,12.86216324,77.39499056,"Karenahalli Cross,BESIDE OPEN AREA",21
776,5276,12.91563987,77.72356927,"Krupanidhi College,CHIKKABELLANDURU VILLAGE, CARMELARAM POST,OPPOSITE OF KRUPANIDHI COLLEGE",12
777,3768,13.08849731,77.78082872,"Kumbalahalli Gate,UPPARAHALLI,BESIDE OPEN AREA",5
778,1676,12.97397124,77.61385021,KHRoad,23
779,1342,12.75735,77.794387,"DASANAPURA,Balluru,Near Attibele",20
780,408,12.90048543,77.58587529,"Inchara,J.P.NAGARA 5TH PHASE,OPPOSITE OF ROYAL SCHOOL",13
781,596,12.94662327,77.59604068,"Wilson Garden 10th Cross,WILSON GARDEN,BESIDE KARNATAKA HANDBALL ASSOCIATION",11
782,3703,13.07183105,77.61890508,"Jn of Srirampura Road,NARAYANPURA,IN FRONT OF RAILWAY GATE",40
783,3377,13.06185356,77.55115986,"Ramachandrpura,RAMACHANDRAPURA,BESIDE RANJITHA MEDICALS",22
784,251,12.90728654,77.69546397,Doddakannalli,5
785,234,12.96505369,77.61788806,"India Garage Vannar Peth Road,LOWER AGRAM",11
786,5222,12.98849,77.51946,Summanahalli Magadi Road,6
787,1449,12.96816,77.52852,"GKW Layout,G.K.W.LAYOUT,BESIDE HOPCOMS",2
788,3725,13.06193795,77.58709682,"North Side Hospital,SAHAKARA NAGARA,BESIDE B.B.M.P. PARK",30
789,5055,12.900322,77.539775,Thurahalli Main Road,5
790,657,12.95118118,77.6397057,"New Bridge,DOMLURU,BESIDE EMBESSY GROUP",22
791,184,13.02494452,77.51095497,"NTTF,N.T.T.F.CROSS,IN FRONT OF NEW TIMBER INDUSTRY",2
792,1752,12.99719,77.540377,"Bhima Jyothi Nagara,Shankar Mutt,HDFC Bank",22
793,1978,12.73531884,77.50737045,"Betta Halli Kaval,BETTAHALLI KAVAL,IN FRONT OF MARAMMA TEMPLE",20
794,3238,13.09040065,77.32320327,"Chikkamaranahalli,CHIKKAMARANAHALLI,IN FRONT OF ANJANEYA TEMPLE",7
795,721,13.0289903,77.49791994,"Gruhalaxmi layout,GRUHALAKSHMI LAYOUT,BESIDE B.B.M.P. OFFICE",19
796,1721,12.91379886,77.53756724,"AGS Layout,A.G.S. LAYOUT,IN FRONT OF SRI M.VISHWESHWARAIAH PARK",23
797,114,12.96405494,77.62623263,Commando Hospital,25
798,2218,12.93399047,77.38148203,"Karekal Palya,BESIDE OPEN AREA",7
799,2924,13.07596753,77.48825086,"Thammenahalli Palya,THAMENAHALLLI,BESIDE OPEN AREA",19
800,3663,13.27600731,77.55964371,"Arahalli,DODDABALLAPURA,OPPOSITE OF BOMBAY RAIN FACTORY",17
801,4572,12.8374378,77.78497606,"Billapura,SARJAPURA, HOBLI,OPPOSITE OF GOVT. PRIMARY SCHOOL",21
802,981,12.941532,77.559671,"Nirmala Stores,HANUMANTHA NAGARA,OPPOSITE OF SANGEETHA MEDICALS",25
803,836,13.00754387,77.64096707,"Subbaianapalya,SUBBAIAHAN PALYA,BESIDE AYYAPPA TEMPLE",19
804,142,12.93089759,77.62212662,"BDA Complex koramangala,KORAMANGALA RING ROAD,OPPOSITE OF BDA COMPLEX",29
805,5051,12.90485291,77.53008438,"Patalamma Temple Uthrahalli,BANASHANKARI 5TH STAGE (VADDARA PALYA),OPPOSITE OF PATALAMMA TEMPLE",38
806,4584,12.92413039,77.78627192,"Janthagondana Halli,OPPOSITE OF VIRABADRASWAMI TEMPLE",33
807,5290,13.02599002,77.63697403,"Kalyana Nagara,KALYANA NAGARA ROAD,BESIDE TANISHQ JEWELS",11
808,231,12.92926451,77.56413261,"Indira Nursing Home Tyagarajanagar,BANASHANKARI 2ND STAGE,BESIDE INDIRA NURSING HOME",36
809,1376,12.95045283,77.55545646,"Brudavana Nagara Jinke vana,BRINDAVANA NAGARA,IN FRONT OF RAJIV GANDHI SPORTS COMPLEX",36
